num,x,y,tl,tr,q,s
0,67,-42,0,840,0,0
1,64,-51,145,261,76,15
2,60,-46,378,802,49,16
3,63,-47,331,785,83,19
4,67,-52,180,355,79,14
5,60,-49,310,523,66,26
6,58,-50,430,655,11,17
7,70,-53,551,608,63,13
8,66,-50,767,790,81,27
9,62,-50,257,417,72,23
10,62,-46,697,715,84,23
11,59,-50,797,800,87,11
12,66,-44,122,430,26,25
13,67,-46,454,747,81,18
14,65,-45,416,601,57,25
15,68,-44,418,716,94,10
16,59,-51,730,800,11,28
17,66,-52,575,577,36,24
18,61,-51,735,814,17,16
19,70,-49,24,197,63,11
20,70,-53,167,653,69,22
21,65,-51,187,443,89,24
22,69,-50,558,796,24,24
23,66,-44,411,482,28,19
24,67,-42,808,824,59,15
25,66,-44,685,685,76,20
26,69,-54,671,732,42,10
27,64,-51,241,299,58,10
28,62,-51,552,790,73,27
29,65,-52,686,826,31,11
30,63,-50,124,573,20,11
31,69,-46,665,692,33,22
32,63,-52,288,736,55,27
33,67,-52,696,794,76,26
34,62,-50,58,482,18,22
35,68,-52,780,806,57,21
36,60,-48,158,254,22,10
37,66,-54,671,687,45,12
38,69,-52,659,750,16,18
39,63,-47,332,484,72,11
40,68,-48,330,406,96,29
41,70,-51,671,681,78,22
42,62,-47,708,763,83,23
43,63,-44,482,582,19,15
44,67,-42,0,840,0,0
